show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s1615,Movie,More Beautiful for Having Been Broken,Nicole Conn,"Zoe Ventoura, Kayla Radomski, Cale Ferrin, Harley Jane Kozak, French Stewart, Brooke Elliott",,,2020,13+,113 min,"Drama, Kids, LGBTQ","A broken FBI agent, suspended from her job and struggling with the loss of her mother, travels to the small mountain town she used to visit as a child. She is befriended by a special needs boy who possesses the extraordinary gift of healing others through his unbroken spirit and unique outlook on life. Though she is hurting, she begins to see through his eyes as the puzzle pieces fall into place."
s1616,Movie,Moonfire,Michael Parkhurst,"Richard Egan, Charles Napier, Sonny Liston, Joaquin Martinez, Richard Bull",,,1970,13+,117 min,"Action, Drama, Suspense","Trucker Charles Napier unknowingly becomes involved in a blackmail plot. He battles a Nazi who is hiding in Mexico. The subplot involves the disappearance of a reclusive billionaire. Napier learned to drive a tractor trailer for the role, which has been called one of the most accurate depictions of trucking on film."
s1617,TV Show,Moone Boy,,"Chris O'Dowd, Steve Coogan, Johnny Vegas, David Rawle",,,2015,TV-14,3 Seasons,Comedy,The third season of the hilariously funny and warm comedy based on Chris O' Dowd's life growing up in 1980's Ireland.
s1618,Movie,Moondog Airwaves,Ari Selinger,"David Rysdahl, Steven Ogg, Ben Cole, Charlotte Buck, Ben Rezendes, Jason Liles",,,2016,16+,33 min,"Comedy, Horror","On the eerie moonlit night of July 5th, 1995, trumpet playing stoner Trick Stuart works the graveyard shift with his plus-sized tuba playing pal Meathead at the Delta Kream, a 24-hour fast food joint. As they practice their brass band routine, a very unexpected visitor arrives."
s1619,Movie,Moondance Alexander,Michael Damian,"Kay Panabaker, Don Johnson, Lori Loughlin, James Best, Landon Liboiron, Julia Maxwell, Greg Lawson",,,2007,G,94 min,"Drama, Sports","Life is a rough ride for awkward, friendless, 12-year-old Moondance (Panabaker). But when a Pinto pony named Checkers leaps into her life, Moondance pursues a dream she never knew she had. Convinced that Checkers has champion potential, she enters him in the Bow Valley Classic, and in the process learns that only perseverance lands you in the winner's circle."
s1620,Movie,Monte Carlo Nights,William Nigh,"Mary Brian, John Darrow, Kate Campbell, Robert Frazer, Astrid Allwyn, George ""Gabby"" Hayes",,,1934,PG-13,61 min,"Action, Suspense","At the most notorious club in the United States, the club's owner is shot to death. Young club jockey Larry Sturgis (Darrow) is falsely accused and convicted of the crime, due only to his bad reputation. Having suffered ten years on a chain gang in prison, a freak accident allows Larry to fake his death and escape. Larry heads to the gilded world of Monte Carlo, where the real killer is, a man named James Dagger, known for his bank robberies and compusive gambling. Larry manages to gain help in his investigation to clear his name from local police Inspector Ned Gunby. The two become involved in deadly adventures, including a daring escape by leaping off a train crossing a bridge. An exciting adventure thriller in the style of Alfred Hitchcock."
s1621,Movie,Monsters are Waiting,,,,,2011,NR,30 min,Music Videos and Concerts,Four Californians of Monsters are Waiting channel the angular sounds of the '80s.
s1622,TV Show,MonsterQuest,,Stan Bernard,,,2010,TV-PG,4 Seasons,"Documentary, Special Interest","MonsterQuest uses the latest high-tech equipment to take a scientific look at legendary creatures around the world, creatures eyewitnesses claim to see to this day."
s1623,Movie,Monster Truck Word Crusher Part 3,Les Anas,Trouble Brown,,,2013,ALL,2 min,"Animation, Kids","Monster Truck Word Crusher 3 has Trouble driving a huge, cool monster truck with six huge wheels. The six wheel drive monster truck is fast in the snow. Words are bam, wham, and slam monster truck video for children."
s1624,Movie,Monster Truck Counting For Kids,Les Anas,"Grandpa Uppet, Professor Clunk",,,2014,ALL,3 min,Kids,Monster truck count from one to ten. Count to ten as the monster trucks jump the cars. Kids love learning with monster trucks and other vehicles.
s1625,TV Show,Monster High Adventures of the Ghoul Squad,,,,,2017,TV-Y7,1 Season,"Animation, Kids","Draculaura, Frankie, Clawdeen, and their ghoulfriends combine their wits and monsteriffic abilities as they travel to exotic locations, solve spine-tingling mysteries, and rescue monsters who are hiding from a world that fears and doesn't understand them. So how do you track these missing monsters down and bring them back to their new home at Monster High? You call The Ghoul Squad!"
s1626,Movie,Monster,Nelson Venkatesan,"SJ Surya, Priya Bhavani Shankar, Karunakaran, Anil Kumar",India,,2019,ALL,138 min,"Comedy, Drama",A compassionate man who believes that earth is for every living creature gets troubled by a rat and tries to kill it. Did he kill it or let it go free is the crux of the story.
s1627,Movie,Money Kings,Graham Theakston,"Peter Falk, Lauren Holly, Timothy Hutton, Freddie Prinze Jr.",,,1998,16+,100 min,"Drama, Suspense",Frankie Peterson (Timothy Hutton) has taken money from the mob. Now they want it back.
s1628,TV Show,Momo Storytime,,,,,2015,TV-Y,1 Season,"Animation, International, Kids",Listen to wonderful Children's stories and tales that entertain and educate at the same time.
s1629,TV Show,Momo Shake it Up,,,,,2014,TV-Y,1 Season,"Animation, International, Kids","Join fellow kids as they dance, play and excercise to fun and exciting Chinese games and songs."
s1630,TV Show,Momo Plays an Instrument,,,,,2016,TV-Y,1 Season,"Animation, International, Kids",Learn about different musical instruments.
s1631,TV Show,Momo Plays a Matching Game,,,,,2014,TV-Y,2 Seasons,"Animation, International, Kids",Momo learns new things by playing a matching game.
s1632,TV Show,Momo Meets Animals,,,,,2014,TV-Y,1 Season,"Animation, International, Kids",Learn about different animals in a fun and entertaining way to build up your kids Chinese knowledge.
s1633,TV Show,Momo Loves to Sing and Dance,,,,,2016,TV-Y,2 Seasons,"Animation, International, Kids",Momo and friends have fun singing and dancing to hapyy music!
s1634,TV Show,Momo Loves to Sing,,,,,2016,TV-Y,2 Seasons,"Animation, International, Kids",Join in the fun and dance with your friends. Learn fun new Chinese songs
s1635,TV Show,Momo Loves to Dance,,,,,2015,TV-Y,2 Seasons,"Animation, International, Kids",Join in the fun - dance and excercise to happy and playful songs.
s1636,TV Show,Momo Let's Play Together,,,,,2015,TV-Y,3 Seasons,"Animation, International, Kids",Watch and join in with kids playing fun and educational games
s1637,TV Show,Momo Let's be Nice,,,,,2014,TV-Y,2 Seasons,TV Shows,"Learn tradtional Chinese social skills such as respecting elders, manners, being responsible and other social skills essential for all kids."
s1638,TV Show,Momo Learns to Write,,,,,2014,TV-Y,2 Seasons,"Animation, International, Kids",Learn to write traditional Chinese words in a fun way for Kids.
s1639,TV Show,Momo Learns to be Polite,,,,,2014,TV-Y,1 Season,"Animation, International, Kids","See and learn from examples of good, well-mannered behavior from different people and in different circumstances."
s1640,Movie,MOM BEHIND THE WHEEL,Harold Trompetero,"Maleja Restrepo, Tatán Mejía, Biassini Segura, María Elvira Ramírez, Juan Esteban Aponte, Carlos Hurtado, Gustavo Bernate",,,2019,ALL,88 min,Comedy,A young mother must work as a taxi driver while her sick husband is in charge of the house chores.
s1641,TV Show,Moesha,,,,,2001,TV-PG,6 Seasons,Comedy,"Moesha Mitchell is a teenager juggling school, friendships and romance. Previously the female head of the household, she is learning to love and trust her father's new wife. While at home, she does her best to be the ""glue"" that helps hold her family together."
s1642,TV Show,Modern Love Series: Love Stories For A New Millennium,,,,,2014,TV-NR,1 Season,"Documentary, LGBTQ, Special Interest","Modern Love looks at remarkable individuals who are forging new relationship trends in the 21st century. The programs examine couples who have found new alternatives for building lasting love. We see swingers; a multiple partner marriage; a marriage with one gay partner and one straight; and a lasting marriage of two women, one of whom used to be a man. Who said love is simple?"
s1643,Movie,Mo Mandel: Negative Reinforcement,Steven Feinartz,Mo Mandel,,,2016,,66 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Mo Mandel takes the stage in his first hour-long special at the Gothic Theater in Denver. He loves Julia Iglesias, hates positive people, and aims his frenetic laser at everything from the sins of his parents, to the perils of sex, to the dark nature of his own disastrous mind."
s1644,TV Show,Mix Master: King of Cards,,,,,2005,ALL,1 Season,"Animation, Anime, Kids","Mix Master: King of Cards - In the Mix Master animated series, the everyday town of Gamebridge has mixed up with a magical game world. Peculiar monsters known as Hench are running wild, and an evil Prince is plotting world conquest. The folks of Gamebridge must turn to an unlikely hero, Ditt, an 11 year old slacker who will become the Mix Master and save the world."
s1645,TV Show,Mix Master: Final Force,,"Dorothy Fahn, Doug Erholtz",,,2011,TV-Y7,1 Season,"Anime, Kids","After becoming the legendary Mix Master, Ditt now leads a boring, normal life as a student. But when the fantasy world faces another crisis, Ditt must join with other Mix Masters who are called upon to battle evil forces. The evil villain, Root, is determined to destroy both the Real World and the Fantasy World and create a new world of his own."
s1646,Movie,Mitchell,Andrew V. McLaglen,"Joe Don Baker, Linda Evans, John Saxon, Martin Balsa, Merlin Olsen",,,1975,,98 min,"Action, Suspense","Mitchell (Baker) tough, hard-nosed cop who single-mindedly pursues a pair of drug dealers, who he hopes will lead him to the headquarters of a large crime syndicate in Los Angeles that he wishes to destroy. The pursuit leads to car chases, shoot-outs, action, and violence. A well directed actioner."
s1647,TV Show,Mister Maker,,Phil Gallagher,,,2007,ALL,1 Season,"Kids, Special Interest","Mister Maker is an arts and craft show that combines live action, graphics and animation to show brilliant art techniques in both 2D and 3D! A child's entertainment show that teaches you numerous easy arts and crafts for anybody watching. Let's get making!"
s1648,Movie,Mississippi Turntup,Dewey Allen,"Just Brittany, Mystikal, Mando Allen, Lil Cali, Dewey Allen, Raheem Allen",,,2017,18+,96 min,"Action, Drama, Suspense",Inspiring model Keisha (Just Brittany) gets caught up in a drug war for power between trappers Money (Mando Allen) and Cocaine Redd (Mystikal) while blood flows down the old Mississippi River.
s1649,Movie,Missing 411: The Hunted,Michael DeGrazier,"David Paulides, Cuz Strickland, Bruce Maccabee, Alan Ronneburg",,,2019,13+,97 min,"Documentary, Suspense",Hunters have disappeared from wildlands without a trace for hundreds of years. David Paulides presents the haunting true stories of hunters experiencing the unexplainable in the woods of North America.
s1650,Movie,Missing,Mukul Abhyankar,"Tabu, Manoj Bajpayee, Annu Kapoor",India,,2018,13+,120 min,"International, Suspense","Set on the theme 'nothing is what it seems', Missing is a thrilling tale about a couple, Mr. & Mrs. Dubey (essayed by Manoj and Tabu), and their 3-year-old daughter, Titli, who has gone missing at a beach resort in Mauritius. As the police get involved in the search, the suspense only increases with different people, different viewpoints and different versions about the missing child."
s1651,TV Show,Miss Truth,,"Zhou Jieqiong(PRISTIN), Lee Toby, Pei Zitian",,,2020,TV-14,1 Season,"Drama, Romance","Ran Yan, an unfavored daughter of a rich family in Suzhou, studied autopsy at early age for investigating the real cause of her mother's death. After knowing Xiao Song, the assistant minister of the Ministry of Penalty and a master of both the pen and the sword, Ran Yan helped him to solve many murders. As peace returned to the country, Ran Yan and Xiao Song got together at last."
s1652,TV Show,Mirzapur,,"Ali Fazal, Shweta Tripathi Sharma, Pankaj Tripathi,  Divyenndu,  Rasika Dugal, Anil George, Sheeba Chadha, Asif Khan, Alka Amin, Priyanshu Painyuli, Harshita Shekhar Gaur, Shernavaz Jijina, Lilliput, Paritosh Sand, Manu Rishi, Vijay Varma, Rajesh Tailang, Anangsha Biswas, Amit Sial, Neha Sargam, Anjum Sharma, Kulbhushan Kharbanda, Meghna Malik, Pramodh Pathak, Shahnawaz Pradhan, Shaji Choudhary, Shrikant Verma, Isha Talwar, Priyasha Bhardwaj",India,,2020,16+,2 Seasons,"Action, Drama, Suspense","In Mirzapur, revenge runs darker than blood. There is one title, the King of Mirzapur, but many takers. Munna feels invincible after escaping from the wedding massacre. Guddu and Golu are nowhere to be found. Akhandanand’s ambitions soar as he eyes political power. Going beyond Purvanchal to the power corridors of Lucknow and the streets of Bihar, there’s one question – who will rule Mirzapur?"
s1653,TV Show,Miranda: Christmas 2014,,"Miranda Hart, Sarah Hadland, Patricia Hodge, Sally Phillips",,,2015,TV-14,1 Season,Comedy,"It doesn't matter what Miranda attempts in life, whether it's dating or simply dealing with her overbearing mother, she always seems to fall flat, often quite literally. But for all her clumsiness and social awkwardness, Miranda finds herself with two marriage proposals. Will Miranda choose one of them, or will she run away?"
s1654,Movie,Miracle on Highway 34,Nathan Clarkson,"Sharonne Lanier, Dan Davidson, Josh Murray, Stephen Fuller Austin, Nathan Clarkson, Keelia Clarkson, Noah Artis",,,2020,ALL,71 min,"Drama, Special Interest",A diverse set of characters find themselves together in an old diner in a small town on Christmas Eve during a snowstorm. While a young expecting couple tries to make it home on a night that's anything but silent.
s1655,Movie,Miracle Kid,William Beaudine,"Tom Neal, Carol Hughes, Vickie Lester, Betty Blythe, Ben Taggart, Alex Callam",,,1941,13+,81 min,"Action, Drama","J. Hamilton Gibbs and Madame Gloria run two competing body building facilities, with Gibbs a traditionalist, while Madame Gloria believes in developing psychic-like mental abilities to win fights. Jimmy Conley is Gibb's physical training director, who can't win any professional fights, and is engaged to Gloria's secretary, Pat. Jimmy agrees to quit fighting for Pat if he loses one more fight. Miraculously, Jimmy knocks out the local champion, who claims that Jimmy ""hexed"" him. Jimmy is then dubbed the ""Hex Kid,"" and begins to win every fights. Unknown to Jimmy, every fight has been fixed. Pat discovers this, and Jimmy decides that the fighting life is not for him. One of the zaniest, screwball comedy fighting films you are sure to see."
s1656,Movie,Miracle Dogs Too,Richard Gabai,"Janine Turner, Patrick Muldoon, Dustin Hunter Evans",,,2006,ALL,85 min,"Drama, Kids","Zack, a young boy, finds two cocker spaniels caged in the woods and takes them home. The animals, Sissy and Buddy, have magical healing powers that change the people of a small town."
s1657,Movie,Minuscule: Valley Of The Lost Ants,Megan Griffiths,"Jamie Chung, Beau Bridges, Matt O'Leary",,,2015,ALL,89 min,"Animation, Kids","In a peaceful little clearing, the remains of a picnic hastily abandoned spark warfare between two tribes of ants. A bold young ladybug finds himself caught in the middle of the battle. He befriends one of the black ants, Mandible, and helps him save the anthill from the assault of the terrible red ant warriors, led by the fearful Butor. A fantastic journey at ground level..."
s1658,Movie,Mini Witch,Johan Nijenhuis,"Rachelle Verdel, Porgy Franssen, Annet Malherbe",,,2014,PG,88 min,Kids,"A young and mischievous witch named Fuchsia enrolls in witch school to learn magic. Against her father's warning, Fuchsia befriends a human boy named Tommy and learns about his uncle's plans to destroy her school. It is up to Fuchsia and her new magical powers to save her town!"
s1659,TV Show,Ming Dynasty,,"Tang Wei, Zhu Ya Wen, Deng Jia Jia, Qiao Zhen Yu",,,2020,18+,1 Season,"Drama, Romance","After the battle of Jing Dynasties, the royal priest Jing Qing and his wife are killed. Their oldest daughter Sun Ruowei (Wei Tang), is saved by the vice-general Sun Yu. She tries to avenge her parents but meet Zhu Zhanji (Yawen Zhu). After she sees the dark side of Ming politics, she decides to give up on her revenge and help Zhu Zhanji become the Emperor to save Ming Dynasty."
s1660,Movie,Minesweeper,"William Berke, William A. Berke","Richard Arlen, Jean Parker, Russell Hayden, Charles Brown, Chick Chandler, Emma Dunn, Robert Mitchum",,,1943,18+,66 min,"Action, Military and War","This is the action-packed story of military men under wartime pressure. Disgraced Naval officer Lt. Houston (Arlen), who had destroyed his live with compulsive gambling, attempts to redeem himself as he signs on, under an assumed name, as a lowly seaman after Pearl Harbor. He single-handedly seeks out and destroys a new type of Japanese mine. Jean Parker plays Arlen's supportive wife, Mary."
s1661,TV Show,Mind The Malhotras (4K UHD),,"Cyrus Sahukar, Mini Mathur, Denzil Smith",,,2019,13+,1 Season,Comedy,"The Malhotras are a couple going through mid-life marital crisis. Their nok-jhoks seem endless even as marriages around them are falling apart. With two teenage daughters, a notorious son, and an annoying mother in law, life isn’t getting any easier for Rishabh and Shefali. As a therapist tries to make sense of it, we get a sneak into the hilarious yet relatable story of this modern Indian couple."
s1662,TV Show,Mind The Malhotras,,"Cyrus Sahukar, Mini Mathur, Denzil Smith",,,2019,13+,1 Season,Comedy,"The Malhotras are a couple going through mid-life marital crisis. Their nok-jhoks seem endless even as marriages around them are falling apart. With two teenage daughters, a notorious son, and an annoying mother in law, life isn’t getting any easier for Rishabh and Shefali. As a therapist tries to make sense of it, we get a sneak into the hilarious yet relatable story of this modern Indian couple."
s1663,Movie,Mind Over Murder,Ivan Nagy,"Deborah Raffin, David Ackroyd",,,1979,NR,89 min,Suspense,A young woman begins to have nightmares where she believes that time stands still and she can see and hear future events. In her nightmares she keeps seeing an evil bald man.
s1664,TV Show,Million Dollar Money Drop,,"Kevin Pollak, Melissa Cook",,,2011,16+,1 Season,"Special Interest, Unscripted","If you were handed a million dollars in cash and only had to answer a few simple questions to keep it, could you do it? Million Dollar Money Drop challenges contestants to do just that. This ultimate high-stakes game show raises the stakes like no other game show by giving contestants $1 million in cold hard cash and all they have to do to keep it is correctly answer seven questions."
s1665,Movie,Millie,John Francis Dillon,"Helen Twelvetrees, Robert Ames, Lilyan Tashman, Joan Blondell, Peter Halliday, James Hall, Anita Louise, Frank McHugh, Marie Astaire",,,1931,13+,88 min,Drama,"Millie Blake is a small town girl who falls in love and marries slick businessman Jack Maitland. After Millie gives birth to a daughter, their marriage falls apart when she catches Jack with his mistress. Millie is determined to make it on her own with her daughter. However, Millie finds heartbreak again when she discovers her boyfriend Tommy has cheated on her. Years pass and she becomes a hardened woman. She discovers that her old beau Jimmy Damier has plans to seduce her daughter. Bursting in on the pair Millie shoots and kills Jimmy and is charged with his death and a trial insues."
s1666,Movie,Mila and Morphle's Magical Friendship,Arthur van Merwijk,Sabrina Glow,,,2019,ALL,48 min,"Animation, Kids","In this compilation of My Magic Pet Morphle cartoon, Mila and Morphle hop into different worlds such as the medieval times, the digital world, the magical jungle and many more!"
s1667,Movie,Mila and Morphle's Magical Friends,Arthur van Merwijk,,,,2019,ALL,42 min,"Animation, Kids","In this compilation of My Magic Pet Morphle cartoon, Mila and Morphle go on various magical adventures including Morphle rescuing Mila from jail, Mila turning into a robot, and many more!"
s1668,Movie,Mila and Morphle's Magical Christmas,Arthur van Merwijk,,,,2019,ALL,41 min,"Animation, Kids","Christmas is here, so enjoy this snowy collection of Mila and Morphle's festive adventures! There is no better way to experience Christmas than following Morphle through episodes such as 'My Magic Christmas Present' 'The Christmas Bandits' and 'My Magic Snow Man'."
s1669,Movie,Mila And Morphle's Awesome Adventures,Arthur van Merwijk,,,,2019,ALL,32 min,"Animation, Kids","Hi! I'm Mila, and I have a magic pet called Morphle. He can morph into anything I want him to! Together, we have all sorts of adventures. In this compilation, follow us as Morphle and I teach you how to count to 10, the letters of the alphabet, and life lessons of compassion!"
s1670,TV Show,Mike E. Winfield: StepMan,,Mike E. Winfield,,,2019,16+,1 Season,TV Shows,"Who says you can’t get along with those annoying step kids? Mike E. Winfield explains the challenges of marrying an older woman and being a step father to a son with whom he shares similar qualities. Step Son AND Step Homies! Not only will you laugh, be prepared to fall in love with this relatable one hour of comedy."
s1671,Movie,Mike Birbiglia: What I Should Have Said Was Nothing,Mike Birbiglia,Mike Birbiglia,,,2008,,57 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Mike Birbiglia performs in this live special that features a riotous selection of the unique insights and observations culled from his diary. Part concert, part stand-up, this special is sure to delight all Birbiglia fans!"
s1672,Movie,Mike Birbiglia: My Girlfriend's Boyfriend,Seth Barrish,Mike Birbiglia,,,2013,18+,76 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Mike Birbiglia shares a lifetime of romantic blunders and misunderstandings. On this painfully honest but hilarious journey, Birbiglia struggles to find reason in an area where it may be impossible to find: love."
s1673,Movie,Midnight Waterfalls for Sleep 8 hours,Mark Knight,,,,2019,,480 min,Special Interest,Sharecare Windows presents a darker-screen version of our most-popular nighttime waterfalls accompanied by the natural sounds recorded on location. Helps create healthy sleep habits by reducing the blue-spectrum light waves-known to inhibit REM sleep. This calming video will help you relax into a deep sleep. Filmed on location in North Carolina's Blue Ridge Mountains.
s1674,Movie,Midnight Thunderstorm for Sleep 9 Hours,Mark Knight,,,,2014,ALL,541 min,Special Interest,Our most popular ambient sleep video is a full nine hours with an ultra dark screen for deep sleep. Relax to the sounds of rain softly falling on leaves accompanied by a natural thunderstorm. The dark screen reduces the blue-spectrum light waves-known to inhibit REM sleeping-helping create healthy sleep habits. For best results adjust your monitor or TV to the night or darkest screen setting.
s1675,Movie,Midnight Stallion,William Dear,"Kris Kristofferson, Jodelle Ferland, Chelah Horsdal, Matt Mazur, David Orth, April Telek, Carlos Joe Costa, Christopher Gauthier",,,2012,7+,90 min,"Adventure, Drama","A family, about to lose their farm to the bank, finds an unlikely chance to keep it by entering a wild horse in a race."
s1676,Movie,Midnight Rain for Sleep Black Screen 4 hours,Mark Knight,,,,2017,ALL,240 min,Special Interest,"Sharecare Windows presents one of our most popular sleep videos-now with a completely black screen to help you enjoy a deep, restful and rejuvenating slumber. The total black screen eliminates the blue-spectrum light that generates melatonin and inhibits REM sleep."
s1677,Movie,Middle Class Melodies,Vinod Anantoju,"Anand Deverakonda, Varsha Bollamma, Chaitanya, Divya Drishti",India,,2020,16+,136 min,"Comedy, Drama","A comedy drama depicting the congenial lives of the middle class in a village and the ambitions of a young man who moves to a nearby city to pursue his dream of owning a hotel. The story surrounds middle class families, their dreams, beliefs, struggles and hope presented in a light hearted dramedy."
s1678,TV Show,Michela's Tuscan Kitchen,,Michela Chiappa,,,2016,TV-PG,1 Season,Special Interest,"This stunning food travel series sees charismatic Italian cook Michela take us round the foodie hotspots of Southern Italy and gives us the ultimate guide to this amazing cuisine. Michela explores the vibrant markets, buzzing street stalls and samples the ingredients, recipes and ways of eating, before heading into a kitchen to cook up a newly inspired three course meal."
s1679,Movie,Micheal Jordan: Come Fly with Me,Don Sperling,Michael Jordan,,,2005,7+,41 min,"Documentary, Special Interest, Sports","Get an inside look at Michael at home, on the golf course and in the air. Features rare footage from his days at the University of North Carolina. Relive spectacular highlights from his NBA career and All-Star games. Enjoy slam dunks, gravity defying shots and more!"
s1680,Movie,Michael McDonald: Model. Citizen,Manny Rodriguez,Michael McDonald,,,2010,18+,60 min,"Arts, Entertainment, and Culture, Comedy, Special Interest",Michael McDonald returns home to Orange County for his debut stand-up comedy special: Model. Citizen.
s1681,Movie,Michael Loftus: You've Changed,Manny Rodriguez,Michael Loftus,,,2009,18+,78 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","In his one-hour comedy special debut, Michael Loftus takes you on a thrill ride that is modern marriage."
s1682,TV Show,Michael Jackson: The Ultimate Icon,,,,,2017,TV-14,1 Season,TV Shows,This one-hour special will include exclusive conversations with Michael's family and friends regarding the final months leading up to his death.
s1683,TV Show,Michael Jackson: Searching for Neverland,,Navi,,,2017,TV-14,1 Season,Drama,"Based on the best-selling book, Remember the Time: Protecting Michael Jackson in His Final Days, this movie is told through the eyes of the King of Pop's trusted bodyguards, Bill Whitfield and Javon Beard. Navi, the world's #1 Michael Jackson tribute artist will star in his acting debut alongside Chad L. Coleman as Jackson's bodyguard, Bill Whitefield and Sam Adegoke as Javon Beard."
s1684,Movie,Message From A Mistress,Barry Bowles,"Angell Conwell, Kiki Haynes, McKinley Freeman, Vanessa Bell Calloway, Amin Joseph, Alesha Renee",,,2017,16+,83 min,"Comedy, Drama","Longtime best friends Renee, Aria, Jaime and Jessa have shared just about everything. All hell breaks loose when Jessa sends them a message via DVD with a shocking message!"
s1685,Movie,Merry-Go-Round,"Rupert Julian, Eric von Stroheim","Norman Kerry, Mary Philbin, Albert Conti, Al Edmundsen",,,1923,13+,113 min,Drama,"In Vienna circa World War I, decadent Count Franz Maximillian von Hohenegg (Norman Kerry), posing as a necktie salesman, falls in love with innocent Agnes (Mary Philbin), an organ grinder in the city's pleasure zone. An edgy assortment of characters including Franz's cigar-puffing mother, a sadistic brute and rapist, a sensitive hunchback and his trained gorilla, and royalty and circus freaks populate this lavishly-produced and fascinating cinematic classic. Though his name appears nowhere on the final product, legendary director Eric von Stroheim (Greed) penned the story and script, oversaw the sets and costumes, selected the cast, and directed at least one-quarter of the film before being fired by production head Irving Thalberg and replaced by director Rupert Julian (The Phantom of the Opera)."
s1686,TV Show,Merlin,,"Colin Morgan, Bradley James, Angel Coulby, Katie McGrath, Richard Wilson, John Hurt, Rupert Young, Adetomiwa Edun, Eoin Macken, Tom Hopper, Santiago Cabrera",,,2012,TV-14,5 Seasons,"Drama, Fantasy, Historical","The epic fifth season of Merlin sees Camelot at the height of its golden age. With Queen Guinevere and the Knights of the Round Table at his side, Arthur has never felt stronger. But even as Camelot flowers, the seeds of her destruction are being sown..."
s1687,Movie,Melinda Hill: Inappropriate,Melinda Hill,Melinda Hill,,,2020,18+,61 min,"Arts, Entertainment, and Culture, Comedy, Special Interest","Melinda Hill uses laughter as medicine in this part comedy special, part compassionate conversation about moving from trauma bonding to trauma mending. Imparting insights and crushing confessions punctuated by punchlines in a soul-baring storytelling style, she reflects on inequality, sexuality and mental illness. Poignant, culturally relevant and heal-arious."
s1688,TV Show,Megastructures Dubai,,Ian Miche,,,2016,7+,1 Season,"Documentary, Special Interest",This documentary series focuses on extreme construction projects and the machines used to create extraordinary structures.
s1689,TV Show,Mega Transports,,,,,2019,ALL,1 Season,"Documentary, Special Interest","This is transportation at its most epic and dramatic. Human teams are pushed to limit, machinery operated at capacity and beyond as huge teams across many countries execute pin-point planning to deliver on time, every time. This is Mega Transports!"
s1690,Movie,Mega Shark vs Crocosaurus,Christopher Rey,"Gary Stretch, Jaleel White, Sarah Lieving, Robert Picardo",,,2010,13+,88 min,"Action, Horror","The massive prehistoric shark has survived the last battle, and the world is again threatened when a new, more dangerous foe is discovered in the jungles of Africa."
s1691,TV Show,"Mega Disaster: It's Happened Before, It Will Happen Again",,,,,2006,7+,1 Season,"Action, Documentary","This series exposes the killer instincts of Earth's titanic forces and why they can be so devastating to lives and property. Using past natural disasters as an example, this series explores what would happen should a major catastrophe strike the United States. From tsunamis, earthquakes, and volcanic eruptions to hurricanes and even an astroid impact, see what disasters could be coming our way."
s1692,Movie,Meet Your Match,MARK STOLZENBERG,"RICHARD BAUGHAN, GINA MARIE CENATIEMPO, KAYODE HOWARD, EDWIN BORJA, MICHAEL SANTORO, JOSEPH MALIGNO, MARK STOLZENBERG",,,2017,13+,14 min,Comedy,An hysterical spoof of a dating reality TV show in which three strange bachelors compete for a date with a confused woman. Full of mayhem and surprises.
s1693,Movie,Meet The Mayor,"Ralph Cedar, Ralph Ceder","Frank Fay, Ruth Hall, Franklin Pangborn, George Meeker, Esther Howard, Hale Hamilton, Nick Copeland, Berton Churchill",,,1938,13+,67 min,"Comedy, Drama","A small town elevator operator Spencer Brown (Fay) is thrust into the mayoral race, due to his reputation as the resident philosopher of the town. Harry Bayliss (Meeker) helps his friend during the campaign with a hidden recording device he invented, and Norma Baker (Hall) plays the small town girl-next-door that Spencer is in love with. Lots of comedic hijinks and one-liners from popular Broadway comedidan Frank Fay makes this an enjoyable feature."
s1694,Movie,Meet Monica Velour,Keith Bearden,"Kim Cattrall, Dustin Ingram, Brian Dennehy, Keith David",,,2011,R,97 min,"Comedy, Drama","An awkward teen heads cross-country to meet Monica Velour, his favorite '80s porn star, at a rare live appearance. Kim Cattrall gives a career-defining performance as the aging sexpot."
s1695,Movie,Meet Dr. Christian,"Bernard Vorham, Bernard Vorhaus","Jean Hersholt, Dorothy Lovett, Robert Baldwin, Enid Barnett, Paul Harvey, Marcia Mae Jones",,,1939,NR,68 min,Drama,"In the first movie of the series, we are introduced to the kindly Dr. Christian (Hersholt), who runs the small clinic in the town of River's End. With the town growing, Dr. Christian petitions the mayor for money to build a new hospital. But the mayor believes the good Doctor is too old-fashioned, and wants to replace the doctor with a more ""modern"" medicine man, along with commissioning a new highway to be built through the town. When the mayor's young daughter is injured in an accident, Dr. Christian is able to perform extremely delicate surgery without having the correct medical instruments. The town counsil is so impressed with Dr. Christian that they not only allow him to keep his job, but have been convinced to build the new hospital."
s1696,TV Show,Meerkat Manor,,,,,2007,ALL,3 Seasons,"Documentary, Special Interest","BBC America: Meerkat Manor follows a meerkat family in the Kalahari Desert, South Africa, called The Whiskers. A soap opera with a difference - the main protagonists are twelve inches high, live underground in burrows and live on a diet of worms and insects."
